App Name,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Released,Last Updated,Content Rating,Ad Supported,In App Purchases,Editors Choice,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
???? ??? ?????,Tools,4.6,247,"100,000+",100000,124601,True,0.0,USD,6.9M,4.1 and up,Moussa Dev,4-May-18,27-Sep-20,Everyone,True,False,False,,,,,,,,,,
????? ??????? ??????,Books & Reference,4.4,412,"100,000+",100000,120975,True,0.0,USD,14M,4.0.3 and up,Arab Developers,21-Dec-15,21-Dec-15,Everyone,True,False,False,,,,,,,,,,
sourat jalb rizk douaa rizk,Music & Audio,4.8,1476,"100,000+",100000,266136,True,0.0,USD,14M,4.1 and up,Better Way,8-Dec-16,10-May-20,Everyone,True,False,False,,,,,,,,,,
Verses to bring livelihood and blessing,Music & Audio,4.8,105,"10,000+",10000,26191,True,0.0,USD,63M,4.1 and up,app.zoufri,22-Dec-19,23-Mar-20,Teen,True,False,False,,,,,,,,,,
Baby Animal Bathing Game for Kids & Preschoolers,Education,4.3,49,"10,000+",10000,28332,True,0.0,USD,17M,4.0 and up,FooFoo Kids,9-Nov-17,16-Apr-18,Everyone,False,False,False,,,,,,,,,,
Princess Memory,Education,4.0,539,"500,000+",500000,789551,True,0.0,USD,Varies with device,4.0 and up,KiDEO (formerly forqan smart tech),1-Jan-16,17-Aug-20,Everyone,True,True,False,,,,,,,,,,
Preschool Math Adventures-2,Education,4.1,55,"100,000+",100000,103890,True,0.0,USD,Varies with device,4.0 and up,KiDEO (formerly forqan smart tech),15-Oct-16,22-Jul-20,Everyone,True,True,False,,,,,,,,,,
Preschool Puzzles Pro,Education,3.6,5,100+,100,440,False,1.99,USD,48M,4.0 and up,KiDEO (formerly forqan smart tech),11-Oct-15,6-Jun-16,Everyone,False,False,False,,,,,,,,,,
Preschool ABC Numbers Letters,Educational,4.2,236,"100,000+",100000,134712,True,0.0,USD,49M,4.0 and up,Espace Publishing,15-May-15,20-Sep-16,Everyone,False,True,False,,,,,,,,,,
Cymath - Math Problem Solver,Education,4.4,30945,"1,000,000+",1000000,2574755,True,0.0,USD,2.6M,4.2 and up,Cymath LLC,30-Dec-14,24-Mar-20,Everyone,True,True,False,,,,,,,,,,
Mathematics,Education,4.3,47075,"5,000,000+",5000000,6928847,True,0.0,USD,2.2M,4.0 and up,daboApps,10-Mar-12,7-Oct-19,Everyone,False,False,False,,,,,,,,,,
Symbolab - Math solver,Education,3.7,37961,"5,000,000+",5000000,7830779,True,0.0,USD,15M,5.0 and up,Symbolab,14-Jan-15,12-Nov-20,Everyone,True,True,False,,,,,,,,,,
Super Dynamite Fishing Premium,Action,4.2,2477,"10,000+",10000,31004,False,2.99,USD,23M,4.0 and up,HandyGames,27-Jan-11,5-Dec-17,Everyone 10+,True,True,False,,,,,,,,,,
Old Macdonald's Idle Farm,Simulation,4.1,2290,"100,000+",100000,166132,True,0.0,USD,31M,4.1 and up,mahjong connect,24-Jan-19,25-Nov-20,Everyone,True,True,False,,,,,,,,,,
Classic Solitaire,Card,4.6,1065,"50,000+",50000,64123,True,0.0,USD,35M,4.1 and up,mahjong connect,14-Mar-17,26-Nov-20,Everyone,True,True,False,,,,,,,,,,
Jewels,Trivia,4.4,256,"10,000+",10000,17596,True,0.0,USD,25M,4.1 and up,mahjong connect,21-Mar-16,20-Sep-20,Everyone,True,False,False,,,,,,,,,,
Fishing Hook,Sports,4.4,1622204,"50,000,000+",50000000,77045555,True,0.0,USD,53M,4.1 and up,mobirix,23-Nov-15,27-Nov-20,Everyone,True,True,False,,,,,,,,,,
Red Sword,Action,4.1,3935,"100,000+",100000,284544,True,0.0,USD,42M,4.1 and up,Tatsuki,13-Mar-20,5-Jul-20,Everyone 10+,True,True,False,,,,,,,,,,
???? ????? ????? ???? ???? ??,Music & Audio,4.6,25,"1,000+",1000,1838,True,0.0,USD,8.8M,4.1 and up,goada,8-Mar-20,9-Mar-20,Everyone,True,False,False,,,,,,,,,,
??? ?????? + ???? ????? ??????,Music & Audio,4.7,339,"50,000+",50000,91381,True,0.0,USD,19M,4.4 and up,Better Way,17-May-17,8-Sep-20,Everyone,True,False,False,,,,,,,,,,
???? ????? ??????? - Mishary Rashid Afasy,Music & Audio,4.6,3099,"100,000+",100000,367024,True,0.0,USD,21M,4.4 and up,Better Way,29-Dec-17,2-Sep-20,Everyone,True,False,False,,,,,,,,,,
Video Touch - Wildlife,Education,4.4,78,"5,000+",5000,7282,False,1.99,USD,27M,4.0.3 and up,SoundTouch Interactive,29-Aug-13,6-Mar-16,Everyone,False,False,False,,,,,,,,,,
What's in Space?,Education,3.6,11,"1,000+",1000,2808,False,2.99,USD,136M,4.1 and up,Learny Land,16-Jan-20,16-Jan-20,Everyone,False,False,False,,,,,,,,,,
ABC Zoo Animal Connect Dots,Education,3.8,158,"50,000+",50000,58254,True,0.0,USD,26M,4.0 and up,Espace Publishing,16-Nov-14,1-Dec-18,Everyone,False,True,False,,,,,,,,,,
Bogga Puzzle - toddler games,Education,5.0,5,500+,500,611,True,0.0,USD,Varies with device,4.0 and up,Boggatap,14-Mar-17,4-Apr-17,Everyone,False,True,False,,,,,,,,,,
Alphabet - Learn and Play with 7 languages,Educational,4.4,2015,"100,000+",100000,419372,True,0.0,USD,20M,4.1 and up,Alexey Korobov,15-Apr-19,16-Jan-20,Everyone,True,False,False,,,,,,,,,,
Bartleby Homework Helper: Question Scanner & Tutor,Education,3.3,61,"10,000+",10000,22529,True,0.0,USD,16M,4.3 and up,"Barnes & Noble Education, Inc",20-Aug-20,25-Nov-20,Everyone,False,True,False,,,,,,,,,,
Maths Formulas Free,Education,4.4,49400,"1,000,000+",1000000,4098388,True,0.0,USD,13M,3.0 and up,NSC Co.,23-Apr-13,31-Oct-17,Everyone,True,False,False,,,,,,,,,,
All-In-One Calculator,Productivity,4.6,95396,"5,000,000+",5000000,5174846,True,0.0,USD,10M,5.0 and up,MINDBOX,17-Dec-16,12-Nov-20,Everyone,True,True,False,,,,,,,,,,
True Fishing. Fishing simulator,Simulation,4.4,64038,"1,000,000+",1000000,3340055,True,0.0,USD,19M,4.2 and up,Andromeda Coders,1-Apr-14,25-Nov-20,Everyone,True,True,False,,,,,,,,,,
Trade Island,Simulation,4.4,89630,"1,000,000+",1000000,3859276,True,0.0,USD,130M,5.0 and up,Game Insight,9-Jul-18,24-Aug-20,Teen,True,True,False,,,,,,,,,,
Solitaire Monstars,Card,4.4,857,"50,000+",50000,95842,True,0.0,USD,65M,6.0 and up,ITEC Game Studios,6-Dec-17,17-Dec-19,Everyone,True,True,False,,,,,,,,,,
Solitaire Free,Card,4.4,13988,"1,000,000+",1000000,2609381,True,0.0,USD,6.7M,4.1 and up,Gemego Ltd,1-Mar-11,8-Jul-20,Everyone,True,False,False,,,,,,,,,,
Sweet Crossing: Snake.io,Casual,4.7,148685,"10,000,000+",10000000,10631647,True,0.0,USD,Varies with device,5.1 and up,Moonton,8-Jun-20,23-Nov-20,Everyone,True,True,False,,,,,,,,,,
Cookie Breaker!!!,Simulation,3.8,10013,"100,000+",100000,234436,True,0.0,USD,Varies with device,4.1 and up,Tatsuki,7-Jan-14,21-Jul-20,Everyone 10+,True,True,False,,,,,,,,,,
Grow Spaceship - Galaxy Battle,Action,4.0,1809,"100,000+",100000,286551,True,0.0,USD,30M,4.3 and up,PixelStar Games,8-Dec-16,2-Sep-20,Everyone,True,True,False,,,,,,,,,,
Tower Breaker - Hack & Slash,Action,4.2,27679,"1,000,000+",1000000,1457716,True,0.0,USD,70M,5.0 and up,111%,1-Apr-19,8-Jul-20,Everyone,True,True,False,,,,,,,,,,
?????? ??????? ??????? ???? ??,Music & Audio,4.7,3293,"500,000+",500000,599840,True,0.0,USD,25M,4.1 and up,apps islamic 2017,1-Oct-16,14-Sep-20,Everyone,True,False,False,,,,,,,,,,
?????? - ??? ??????? ???? ??,Music & Audio,4.8,1974,"100,000+",100000,332111,True,0.0,USD,33M,4.1 and up,din-don,17-May-16,23-Aug-20,Everyone,True,False,False,,,,,,,,,,
Peekaboo Animals Lite ???? for Toddlers and Babies,Education,4.3,119,"50,000+",50000,68976,True,0.0,USD,Varies with device,Varies with device,Blue Cow Games ?? fun educational apps for kids,17-Mar-14,19-Aug-20,Everyone,False,False,False,,,,,,,,,,
Animals for Kids,Education,4.2,12180,"1,000,000+",1000000,4017814,True,0.0,USD,59M,4.3 and up,Feasy Apps,31-Jul-12,10-Aug-20,Everyone,True,True,False,,,,,,,,,,
Match It Up 3 for kids,Education,4.2,96,"10,000+",10000,46957,True,0.0,USD,4.9M,3.0 and up,MyFirstApp Ltd.,13-Apr-14,5-Sep-15,Everyone,False,True,False,,,,,,,,,,
Times tables,Educational,4.5,3706,"100,000+",100000,251648,True,0.0,USD,30M,2.3 and up,Juan Pablo García Nieto,4-Sep-14,24-Mar-19,Everyone,False,False,False,,,,,,,,,,
Easy Math - Learn maths at primary schools,Education,4.9,72,"1,000+",1000,3506,True,0.0,USD,12M,4.1 and up,Technology for Early Education,30-Aug-19,1-Sep-19,Everyone,True,True,False,,,,,,,,,,
Math Quiz - Math games,Education,5.0,6,"1,000+",1000,2418,True,0.0,USD,6.8M,5.0 and up,Q - Tech,10-Oct-20,21-Oct-20,Everyone,True,True,False,,,,,,,,,,
Forest: Stay focused,Productivity,4.4,271046,"10,000,000+",10000000,17424312,True,0.0,USD,67M,4.4 and up,Seekrtech,25-Aug-14,23-Nov-20,Everyone,True,True,True,,,,,,,,,,
Calculator,Productivity,4.0,26808,"10,000,000+",10000000,16649760,True,0.0,USD,4.6M,3.0 and up,TricolorCat,3-Aug-14,26-Sep-17,Everyone,True,False,False,,,,,,,,,,
Photomath,Education,4.7,1898099,"100,000,000+",100000000,125948618,True,0.0,USD,Varies with device,Varies with device,"Photomath, Inc.",26-Feb-15,12-Nov-20,Everyone,False,True,False,,,,,,,,,,
Farm Day Village Farming: Offline Games,Adventure,4.1,50259,"5,000,000+",5000000,9700665,True,0.0,USD,88M,5.0 and up,Big Alpha Games,12-Apr-18,27-Nov-20,Teen,True,True,False,,,,,,,,,,
Classic Spider Solitaire,Card,4.4,20077,"1,000,000+",1000000,1273040,True,0.0,USD,4.3M,4.0 and up,Eper Apps,4-Mar-14,25-Oct-19,Everyone,True,True,False,,,,,,,,,,
Solitaire,Card,4.6,78,"10,000+",10000,21334,True,0.0,USD,34M,4.4 and up,Gamma Play,15-Oct-20,14-Nov-20,Everyone,True,True,False,,,,,,,,,,
Tap Chest - Idle Clicker,Simulation,3.7,1962,"100,000+",100000,362887,True,0.0,USD,47M,4.1 and up,pasgames,24-Mar-18,30-Aug-20,Everyone,True,True,False,,,,,,,,,,
Idle Demon King,Role Playing,3.4,1243,"100,000+",100000,202537,True,0.0,USD,54M,4.1 and up,???????,25-Apr-18,19-Oct-20,Teen,True,True,False,,,,,,,,,,
ASTRONEST - The Beginning,Strategy,4.2,39503,"1,000,000+",1000000,1947197,True,0.0,USD,96M,4.0.3 and up,"AN Games Co., Ltd",16-Oct-14,28-Aug-20,Everyone 10+,False,True,False,,,,,,,,,,
Galaxy Trader,Role Playing,4.6,409,"1,000+",1000,4729,False,2.99,USD,58M,4.1 and up,?? HF Games,13-Jan-19,12-Aug-20,Teen,False,False,False,,,,,,,,,,
??? ??????? ???? ???? ???? ??,Music & Audio,4.8,15676,"1,000,000+",1000000,2042115,True,0.0,USD,98M,4.1 and up,apps islamic 2017,27-Sep-16,13-Sep-20,Everyone,True,False,False,,,,,,,,,,
???? ???? ???? ???? ???? ??,Music & Audio,4.7,11407,"1,000,000+",1000000,1171481,True,0.0,USD,104M,4.1 and up,free quran mp3,1-Aug-16,13-Sep-20,Everyone,True,False,False,,,,,,,,,,
?????? ??????? ??????? ???? ??,Music & Audio,4.7,5155,"1,000,000+",1000000,1002749,True,0.0,USD,85M,4.1 and up,Samo Apps,2-Jun-17,28-Dec-19,Everyone,True,False,False,,,,,,,,,,
Sound for kids. Baby touch sound. Laugh & cry,Parenting,4.3,485,"100,000+",100000,151818,True,0.0,USD,60M,4.1 and up,Mama papa,14-Mar-19,30-May-20,Everyone,True,False,False,,,,,,,,,,
Wildlife & Farm Animals - Game For Kids 2-8 years,Educational,4.4,6363,"100,000+",100000,468903,True,0.0,USD,24M,3.0 and up,Knbmedia,15-May-14,12-Jul-18,Everyone,False,True,False,,,,,,,,,,
Matemáticas con Grin II 678 multiplicar fracciones,Educational,4.2,107,"10,000+",10000,32338,True,0.0,USD,Varies with device,Varies with device,Educaplanet S.L.,28-Apr-17,15-Oct-20,Everyone,False,True,False,,,,,,,,,,
Math Challenge - Brain Exercise,Education,4.5,19000,"1,000,000+",1000000,1872643,True,0.0,USD,Varies with device,Varies with device,Paridae,28-Nov-13,28-Mar-20,Everyone,True,True,False,,,,,,,,,,
SleepTown,Health & Fitness,4.0,11000,"1,000,000+",1000000,1110304,True,0.0,USD,50M,4.4 and up,Seekrtech,2-May-17,24-Sep-20,Everyone,True,True,False,,,,,,,,,,
Fraction Calc - Fraction Calculator,Education,4.6,51,"10,000+",10000,12747,True,0.0,USD,2.9M,4.0.3 and up,Tessie Derecho,24-Dec-19,28-Jan-20,Everyone,True,False,False,,,,,,,,,,
Yoga | Down Dog,Health & Fitness,4.9,126436,"1,000,000+",1000000,4329163,True,0.0,USD,9.0M,4.2 and up,Yoga Buddhi Co.,29-Feb-16,25-Nov-20,Teen,False,True,True,,,,,,,,,,
Megapolis City:Village to Town,Casual,4.2,41004,"1,000,000+",1000000,2629640,True,0.0,USD,Varies with device,Varies with device,foranj - farm day games & paradise township hotels,16-Feb-16,4-Apr-20,Everyone,True,True,False,,,,,,,,,,
Hay Day,Casual,4.4,11786923,"100,000,000+",100000000,243024694,True,0.0,USD,136M,4.1 and up,Supercell,13-Nov-13,25-Nov-20,Everyone,True,True,True,,,,,,,,,,
Village City - Island Simulation,Simulation,4.2,225061,"10,000,000+",10000000,14324242,True,0.0,USD,43M,4.1 and up,Sparkling Society - Island Village Building Games,7-Jun-15,28-Aug-20,Everyone,True,True,False,,,,,,,,,,
Tap Tap Dig - Idle Clicker Game,Simulation,4.4,25519,"1,000,000+",1000000,2920195,True,0.0,USD,Varies with device,4.1 and up,Iron Horse Games LLC,24-Apr-18,28-Oct-20,Everyone,True,True,True,,,,,,,,,,
Galaxy Wars,Strategy,3.6,33619,"1,000,000+",1000000,2502744,True,0.0,USD,87M,4.0.3 and up,GAME FOCUS NETWORK LIMITED,31-Mar-16,31-May-19,Everyone 10+,False,True,False,,,,,,,,,,
VEGA Conflict,Strategy,4.2,173890,"1,000,000+",1000000,4818616,True,0.0,USD,Varies with device,5.0 and up,KIXEYE,28-Oct-14,2-Nov-20,Everyone 10+,False,True,False,,,,,,,,,,
Vendetta Online (3D Space MMO),Role Playing,3.9,17141,"1,000,000+",1000000,1059749,True,0.0,USD,33M,Varies with device,"Guild Software, Inc.",3-Mar-11,14-Nov-20,Teen,False,True,False,,,,,,,,,,
Templar Battleforce RPG Demo,Role Playing,3.9,508,"10,000+",10000,38714,True,0.0,USD,72M,2.3 and up,Trese Brothers,1-Jun-16,31-Mar-20,Teen,False,True,False,,,,,,,,,,
Vehicle Sounds,Education,4.5,42,"50,000+",50000,55824,True,0.0,USD,18M,4.1 and up,Önder Ça?lar,26-Apr-17,21-Sep-18,Everyone,True,False,False,,,,,,,,,,
English Flashcards For Kids,Education,3.7,626,"100,000+",100000,286365,True,0.0,USD,13M,4.1 and up,Pilowar,10-Mar-14,19-Aug-20,Everyone,False,True,False,,,,,,,,,,
Baby Lullabies Sleep Music,Music & Audio,4.7,1317,"100,000+",100000,106126,True,0.0,USD,47M,4.4 and up,OLD CALEDONIAN INVESTMENTS LTD,1-Mar-19,20-Mar-19,Everyone,True,True,False,,,,,,,,,,
Train Your Brain,Education,4.7,26981,"1,000,000+",1000000,2466105,True,0.0,USD,3.2M,4.1 and up,Grove FX,25-Mar-16,16-Jul-18,Everyone,True,True,False,,,,,,,,,,
Geography Quiz,Trivia,4.3,6407,"500,000+",500000,716805,True,0.0,USD,13M,4.0 and up,Paridae,17-Dec-16,28-Mar-20,Everyone,True,True,False,,,,,,,,,,
Sleep Sounds,Health & Fitness,4.7,112222,"5,000,000+",5000000,7547651,True,0.0,USD,46M,4.4 and up,Sound Sleep - Relaxing Sounds and White Noise,20-Aug-16,23-Sep-20,Everyone,True,True,False,,,,,,,,,,
Sleep as Android ?? Sleep cycle smart alarm,Lifestyle,4.5,326013,"10,000,000+",10000000,20426408,True,0.0,USD,Varies with device,Varies with device,Urbandroid (Petr Nálevka),24-Oct-10,9-Oct-20,Everyone,True,True,True,,,,,,,,,,
Up Astrology - Your Astrology Coach,Lifestyle,4.6,4337,"100,000+",100000,295652,True,0.0,USD,25M,5.0 and up,Vedic Rishi Astro,15-Jan-20,22-Oct-20,Everyone,False,True,False,,,,,,,,,,
Tropic Paradise Sim: Town Building City Game,Casual,4.2,19876,"1,000,000+",1000000,1725623,True,0.0,USD,54M,4.1 and up,Sparkling Society - Island Village Building Games,14-Aug-17,25-Aug-20,Everyone,True,True,False,,,,,,,,,,
Virtual City® Playground: Building Tycoon,Strategy,4.4,386471,"5,000,000+",5000000,5112089,True,0.0,USD,14M,4.0.3 and up,G5 Entertainment,20-Oct-11,29-May-18,Everyone,False,True,False,,,,,,,,,,
Match3 Magic: Prince unicorn lovely story quest,Puzzle,3.8,184,"50,000+",50000,74010,True,0.0,USD,Varies with device,4.4 and up,foranj - farm day games & paradise township hotels,23-Apr-19,23-Apr-19,Everyone,True,True,False,,,,,,,,,,
Farm Town: Cartoon Story,Adventure,4.1,32936,"1,000,000+",1000000,2926580,True,0.0,USD,35M,2.3 and up,foranj - farm day games & paradise township hotels,28-Apr-15,12-Jun-15,Everyone,True,True,False,,,,,,,,,,
War Games - Commander,Strategy,4.1,6146,"500,000+",500000,807491,True,0.0,USD,81M,4.1 and up,Gagale Games,21-Dec-16,10-Nov-20,Everyone 10+,False,True,False,,,,,,,,,,
"Galactic Emperor: space strategy & RPG, Sci-Fi",Role Playing,4.1,996,"50,000+",50000,79070,True,0.0,USD,33M,4.1 and up,RoboBot Studio,16-Jul-19,8-Oct-20,Everyone 10+,True,True,False,,,,,,,,,,
X-CORE. Galactic Plague.,Strategy,4.1,8562,"500,000+",500000,632839,True,0.0,USD,60M,4.4 and up,Gyro-Games,19-Feb-16,3-Feb-20,Everyone 10+,True,True,False,,,,,,,,,,
Idle Space Miner - Idle Cash Mine Simulator,Simulation,4.7,33456,"500,000+",500000,610151,True,0.0,USD,77M,4.4 and up,6Monkeys Studio,15-Jan-20,23-Nov-20,Everyone,True,True,False,,,,,,,,,,
Out There Chronicles - Ep. 2,Role Playing,4.6,274,"1,000+",1000,4045,False,2.99,USD,70M,4.2 and up,Mi-Clos Studio,23-Jan-18,26-Jan-18,Teen,False,False,False,,,,,,,,,,
Cyber Knights RPG Elite,Role Playing,4.6,4292,"10,000+",10000,24157,False,2.99,USD,24M,1.6 and up,Trese Brothers,26-Jul-11,1-Jul-17,Teen,False,True,False,,,,,,,,,,
Train Your Brain 2,Educational,4.7,1709,"100,000+",100000,153901,True,0.0,USD,8.0M,4.4 and up,Grove FX,27-Oct-17,28-Aug-18,Everyone,True,False,False,,,,,,,,,,
Math Doors | Riddles and Puzzles Math Games,Puzzle,4.5,7112,"100,000+",100000,260580,True,0.0,USD,62M,5.0 and up,MindYourLogic,2-Jun-19,14-Sep-20,Everyone,True,True,False,,,,,,,,,,
Falling! Word Games - Brain Training Games,Word,4.7,2179,"10,000+",10000,45794,True,0.0,USD,26M,4.1 and up,LookMan Game,6-Jun-20,17-Nov-20,Everyone,True,True,False,,,,,,,,,,
Atmosphere: Relaxing Sounds - Rain & Sleep sounds,Health & Fitness,4.8,60381,"1,000,000+",1000000,1793120,True,0.0,USD,63M,5.0 and up,Peak Pocket Studios,5-May-16,20-Oct-20,Everyone,True,True,False,,,,,,,,,,
"Mood: Relaxing Sounds, Sleep and Meditation",Health & Fitness,4.6,12705,"500,000+",500000,673808,True,0.0,USD,30M,4.1 and up,stMobile Tech,28-Feb-18,16-Aug-20,Everyone,True,True,False,,,,,,,,,,
Nature Sounds Relax and Sleep,Health & Fitness,4.5,64944,"5,000,000+",5000000,5209549,True,0.0,USD,31M,5.0 and up,MazGroup Relaxing Music,6-May-12,8-May-20,Everyone,True,True,False,,,,,,,,,,
Kundli - Free Horoscope,Lifestyle,4.5,20273,"1,000,000+",1000000,1836797,True,0.0,USD,24M,4.1 and up,Vedic Rishi Astro,24-Nov-15,27-Jul-20,Everyone,False,False,False,,,,,,,,,,
Bit City - Build a pocket sized Tiny Town,Simulation,3.7,20806,"1,000,000+",1000000,2186949,True,0.0,USD,64M,4.4 and up,NimbleBit LLC,12-Mar-17,1-Apr-20,Everyone,True,True,False,,,,,,,,,,
Merge train town! (Merge Games),Puzzle,4.4,13353,"500,000+",500000,556873,True,0.0,USD,Varies with device,5.0 and up,mafgames,17-Jun-20,4-Nov-20,Everyone,True,True,False,,,,,,,,,,
Find Differences: Design the Manor,Casual,4.2,611,"100,000+",100000,116039,True,0.0,USD,95M,5.0 and up,Whee Games Ltd,24-Aug-20,23-Nov-20,Everyone,True,True,False,,,,,,,,,,
Christmas Clicker: Idle Gift Builder,Simulation,4.4,390,"1,000+",1000,4283,True,0.0,USD,Varies with device,Varies with device,Kelson Kugler,14-Dec-18,25-Nov-20,Everyone,True,True,False,,,,,,,,,,
Navy Field,Action,3.9,13080,"1,000,000+",1000000,1426403,True,0.0,USD,80M,4.1 and up,naiadgames,13-Feb-17,21-Oct-20,Everyone,False,True,False,,,,,,,,,,
Frontline: Eastern Front,Strategy,4.0,1414,"100,000+",100000,217532,True,0.0,USD,Varies with device,Varies with device,Frontline Games Series,27-May-19,2-Jan-20,Teen,False,True,False,,,,,,,,,,
Tiny Miners - Idle Clicker,Strategy,4.8,80971,"1,000,000+",1000000,1037081,True,0.0,USD,62M,4.1 and up,Mindstorm Studios,6-Jun-17,2-Jan-20,Everyone,True,True,False,,,,,,,,,,
Idle Light City,Simulation,4.5,106703,"5,000,000+",5000000,7571842,True,0.0,USD,71M,5.0 and up,AppQuantum,17-Jan-20,26-Nov-20,Everyone,True,True,False,,,,,,,,,,
Pazaak Cantina: Free Card Game,Card,4.8,1484,"10,000+",10000,10177,True,0.0,USD,66M,4.4 and up,One Seven Games,29-Apr-19,8-Sep-20,Teen,True,True,False,,,,,,,,,,
7 Mages,Role Playing,4.0,2076,"100,000+",100000,124434,True,0.0,USD,25M,4.3 and up,"Napoleon Games, s.r.o.",14-Mar-16,4-Jul-16,Teen,False,True,False,,,,,,,,,,
Rogue Hearts,Role Playing,4.2,10030,"100,000+",100000,169859,False,0.99,USD,27M,4.1 and up,Ninetail Games,17-Feb-18,3-Jun-20,Teen,False,True,False,,,,,,,,,,
Calm Radio Android TV - Relaxing Music,Music & Audio,3.1,55,"10,000+",10000,31626,True,0.0,USD,94M,4.4W and up,calmradio,27-Apr-15,10-Jan-20,Everyone,False,True,False,,,,,,,,,,
"Study Aide : Concentration,Rain,Calm,Piano Music",Education,4.5,3866,"100,000+",100000,285406,True,0.0,USD,91M,4.4 and up,Pinkaide,27-Jul-16,29-Jun-19,Everyone,True,True,True,,,,,,,,,,
Lullaby for baby,Music & Audio,4.7,3947,"500,000+",500000,804101,True,0.0,USD,15M,5.0 and up,MazGroup Relaxing Music,2-Aug-12,23-Oct-20,Everyone,True,True,False,,,,,,,,,,
Bedtime music Lullaby songs,Music & Audio,4.7,2277,"100,000+",100000,147621,True,0.0,USD,44M,5.0 and up,MazGroup Relaxing Music,26-Jul-15,8-May-20,Everyone,True,True,False,,,,,,,,,,
Birds Sounds Relax and Sleep,Music & Audio,4.5,13289,"1,000,000+",1000000,1900296,True,0.0,USD,4.5M,5.0 and up,MazGroup Relaxing Music,10-Nov-12,7-Nov-20,Everyone,True,True,False,,,,,,,,,,
Forest Sounds Nature To Sleep,Medical,4.5,8194,"500,000+",500000,732029,True,0.0,USD,18M,5.0 and up,MazGroup Relaxing Music,4-Apr-13,8-May-20,Everyone,True,True,False,,,,,,,,,,
Slot Beauties: dating simulator,Simulation,4.0,1737,"100,000+",100000,229030,True,0.0,USD,46M,4.1 and up,Whee Games Ltd,7-Jun-19,3-Oct-20,Teen,False,True,False,,,,,,,,,,
Lets build a tower,Puzzle,3.4,10,100+,100,476,True,0.0,USD,35M,4.1 and up,Whee Games Ltd,13-Sep-19,17-Sep-19,Everyone,False,False,False,,,,,,,,,,
Idle Master: Design Home And Farm,Simulation,4.6,93,"1,000+",1000,4202,True,0.0,USD,77M,4.4 and up,TopFreePuzzleGames,19-Oct-20,23-Oct-20,Everyone,True,True,False,,,,,,,,,,
Warplanes: Online Combat,Action,3.9,2540,"100,000+",100000,244449,True,0.0,USD,110M,4.1 and up,Home Net Games,1-May-20,30-Jul-20,Everyone 10+,True,True,False,,,,,,,,,,
Modern Air Combat: Team Match,Action,4.1,58578,"1,000,000+",1000000,2384594,True,0.0,USD,53M,5.0 and up,4Fun Games,29-Apr-15,24-Sep-20,Teen,True,True,False,,,,,,,,,,
Gun Idle,Sports,4.1,63192,"5,000,000+",5000000,8750882,True,0.0,USD,50M,5.0 and up,Green Panda Games,8-Feb-19,8-Sep-20,Everyone,True,True,False,,,,,,,,,,
Alluris,Role Playing,3.8,126,"5,000+",5000,5341,True,0.0,USD,Varies with device,5.0 and up,562 Interactive,14-Oct-19,11-May-20,Everyone 10+,False,True,False,,,,,,,,,,
Legends of Andor  The Kings Secret,Board,4.8,1509,"10,000+",10000,17191,False,5.99,USD,91M,4.4 and up,USM,22-Jan-19,7-Nov-19,Everyone 10+,False,False,False,,,,,,,,,,
Paladins: Text Adventure RPG,Role Playing,4.7,17299,"100,000+",100000,397056,True,0.0,USD,12M,4.0 and up,Delight Games,17-Dec-16,5-Nov-19,Teen,True,True,False,,,,,,,,,,
Jazz & Blues Music Radio,Music & Audio,4.8,11467,"500,000+",500000,504473,True,0.0,USD,7.4M,4.1 and up,Maxim Kabluka,2-Mar-16,2-Nov-20,Teen,True,True,False,,,,,,,,,,
JAZZ MUSIC RADIO,Music & Audio,4.7,35992,"1,000,000+",1000000,2133717,True,0.0,USD,51M,4.1 and up,Digitally Imported Inc,10-Mar-11,25-Nov-20,Everyone,True,True,False,,,,,,,,,,
